address,total_eth_volume,tier
0x6f6fab0e72169067f9f48b2e6ea0db0ba0007cfc,17.37,Fish
0x38c745658ddca0beb4afc5eed2d9daaef319f040,17.37,Fish
0xf3df50dde7bf01405d94d723b0792cbfe2f55a29,17.37,Fish
0x37fcfd71339c7846867e5c3b5d9bb7c444e6d161,17.37,Fish
0xbd76b4bc07c1d2b16279c2702a19ef63b69d5afa,17.37,Fish
0xe5acc3dfdbfece72eacb7e9be505a48a93edb5e9,17.37,Fish
0x4e932e5762cf7c3fd32da3cdcfa9cd3333f949ad,17.37,Fish
0x7d065f962c3b82be72c982a5937839611d13f09a,17.37,Fish
0x90f5fe1c6c71b6b70e3bba6a1c745d726c2ecf9e,17.37,Fish
0xf3b68d9a5cbd603e2589f1ea7c7a0e992e6c43e5,17.37,Fish
0xefe9ddca62a2cf7e7720b13b3b4f2db6c1964926,17.37,Fish
0x158747f3199cb5ba4300febd958ee982ed4fd85d,17.37,Fish
0xb765c788df6480d2c373e06668ad9e59c76f823d,17.37,Fish
0x49ef6ac992643ceb34d740fd97da680be88f0d58,17.37,Fish
0x70af238b35caea88e90e0d93e7df0fbe5f0fd400,17.37,Fish
0x54c8887c91177863d351c8b8a325d0bffff27bdc,17.37,Fish
0xf9c44b636185f8bf84cb2235eb77f6c356a9a11e,17.37,Fish
0xc197ecf13b747b071a41211561f3ff79f619d198,17.37,Fish
0x6cffcf1261af1f841a9246c69e32be3f549279db,17.37,Fish
0xa087467ac820b6beaceb57d4f36d38d727f49eb2,17.37,Fish
0xa9fb08579f05fff623e02987b49c41a8f8f91a02,17.37,Fish
0xc17be2ad3fe25db79b88d4f692791c60750b5d9b,17.37,Fish
0x2146922f81e354deec53c3fc9959f748c679bdfe,17.36,Fish
0x2e12dab075910eab876c40a9c5361cbe634af348,17.36,Fish
0x4f4ac77a67386bf1b95c60e46b933c80bd247cd2,17.36,Fish
0xcd9a439dff8f1de0969c74e4e6b0e82e36d346b8,17.36,Fish
0x7825743c2fd2825d51943c03b8dd2edbae4ff798,17.36,Fish
0xac67fd8e434c84632656e59cc558faa67f7f7d91,17.36,Fish
0xef482680be137edba1f6fea4516d314282318819,17.36,Fish
0xb013749797959ea44c0540e83599b1e9136a7629,17.36,Fish
0xf9f341bc010df1895fdcc1a99c0b4d3c70ab54eb,17.36,Fish
0xca8a86d49451d406dc9274a4aca5d6e86d1814e5,17.36,Fish
0xc5d9c5a702392bab230b181b79af9431c7c9fc2e,17.36,Fish
0x09999cbc279bd93c9149a4a293a4da63db79ad19,17.36,Fish
0x4024c8d329f7fddf991c65ae4b9b5986135e341a,17.36,Fish
0xc77ef34bc766584465b3524c9194cdbec89bbd42,17.35,Fish
0xecf041fa71f9cb0133435207685fc6dcf8304f78,17.35,Fish
0xb8fca963d699d65a10187058476986d5ef457b0a,17.35,Fish
0xa26d6f823fdddad67e2a28c0d88c607819d71c30,17.35,Fish
0x092087b9d29493ca9f1d18bd03eee66d4bc1434c,17.35,Fish
0xe7e47b8a28de48b9476ae553b18e768ce348dd0e,17.35,Fish
0x43a11a8fc37e9360d2703fdd8581f894ac35cf79,17.35,Fish
0x58106b4475ba06994f95e230a68ccc957ee7896b,17.35,Fish
0x89cf6c420fbb4a68492cc2f202b814c36d023eeb,17.35,Fish
0x6cefa2f54d33035712e066be8ff0cee85724c211,17.35,Fish
0xd7b50ad40eb78c1f4a7731e73f1e178b8e1b837f,17.35,Fish
0xeaf383117447203da607faebcc04cd579d0e6a54,17.35,Fish
0xf7ed802fda324fd71845af8bd6f5326f7af3b17f,17.35,Fish
0xf48f98fd4563a6219ddc4e5d455805254b1ff9e8,17.35,Fish
0x43c1317dc884240202012fce18db947a23ff5b9f,17.35,Fish
0xb5c070658120162af61caa09233b9a2799d0baed,17.35,Fish
0x68cc3e52a89fb50094553dd74d033bd98c1be999,17.35,Fish
0x20f19a97e1c86c756481ace8e294342f30a13ea8,17.35,Fish
0x65c30a04bd76a8a5b0cf69d1ce79279f7377f84f,17.35,Fish
0xc82598153e65b10b4ff020068439ae7dd6705ce5,17.35,Fish
0xad3eb589976800dc0d63c78edc9e5cd39e1f895b,17.35,Fish
0x6d24a2b16b24c4c78283a0a25d8bd7e4eb0311de,17.35,Fish
0x048d16fdf11524a4f2e8a47c7b5c6f1b64369ec2,17.35,Fish
0x4177facd1f8588d4222808b99f9f6d454e6307ce,17.35,Fish
0x1ed0330169f700dc0a67687707da673590505395,17.35,Fish
0x0ea24a5287bae61001efa27674b6fa617bd9f9d2,17.35,Fish
0x1d19edc5fa95e080fcdeaaf1ed56bfa4e2ba7d79,17.35,Fish
0xdc4a9fdf3956e1715965cf845b444e0ccbca9b8f,17.35,Fish
0xa2839b69e936f46083b562e106ca50b4c78a3245,17.35,Fish
0x487527a41de4188e02a2ce3bace72d09b5ab5740,17.35,Fish
0x4f865f9f30eb900b1c7e5d2b37849c8337989d81,17.35,Fish
0x07046905d7f9d6e787bf604d771b61b1e2a21c95,17.35,Fish
0x148f6be19a59aef4ba0d26343e05e0713677151e,17.35,Fish
0xc260dea96d43fd6bab7f7b642b247fe1247f088c,17.35,Fish
0x7eb449f3c99738a7743e3c00cb7459d096cc6bfb,17.35,Fish
0xfc5b7ab5c6c8493f70c79f6c38ecc0530ff1556d,17.35,Fish
0x9792a663505483f78d6db8ffd8ad762b0390519e,17.34,Fish
0x211a93694da31b9490441482c4c9191fe9ec6bd3,17.34,Fish
0x6739ee88112148af3e34913d49e9ea4406abbe3a,17.34,Fish
0xc1c38c796af2e1f5254ce93a464996d3b6f9da7a,17.34,Fish
0x807c6d215870c352a2a545daa25b68d2ebe4357d,17.34,Fish
0xb26e36b9ec0ce0755c6033a5067a821778a97f7c,17.34,Fish
0x0f71958d71d20bf2d798245f9d0a9732234a2741,17.34,Fish
0xa35045499f65c475720db0375bc1762e7eddda8d,17.34,Fish
0x441bbdebaa7043f93b79b5fe96bf4dc3a297cde9,17.33,Fish
0x3676265519f2c56f86395f301ed7453708d4b636,17.33,Fish
0x90cc389060904bf1d1a3478c89850962e94c12b1,17.33,Fish
0x00800917b7bb520a92c5a97a6159ae3e25d8652f,17.33,Fish
0x47df9c396439caa58f751823c170628e9eb4386d,17.33,Fish
0x361cb81dd0c0a7b7c0adfc9f876451fa44a6ff62,17.33,Fish
0xdf6b810f678e82c4c3c26b165d8ac84d88e541ae,17.33,Fish
0x790250c9b241a57b3e3640fa87f004ee0e6bac4a,17.33,Fish
0x64ab03355620270912ad1a20822336278c5f1041,17.33,Fish
0xae920c9e81c562840c4215bb423dcc3121af3300,17.33,Fish
0xdceedfc73cfa846ec64e67491dfe7c9047476827,17.33,Fish
0x023d0355195dae794095e87824e538ba60e3c360,17.33,Fish
0x69774a6383a61f969754db1be15b4e1f0910cf00,17.33,Fish
0xf182728aa42f8f96f762604a3aca5cceb377f7aa,17.33,Fish
0xc62fd5289f9b4067360b9abf9d7a24b031ed1e2a,17.33,Fish
0xbc8a46c29a79250bee25f77b8475804a1650a8e3,17.33,Fish
0x38bcb5cd6c76dbb30ac30ea744d1a358b5caa96c,17.32,Fish
0x745374f1eb515b33afcfb15ba9a49ab61e855b49,17.32,Fish
0xa95267125471e17a36d58c1206d66213b4772c80,17.32,Fish
0x1bfd2f15f0532285480645063eb3fc82050c7ab1,17.32,Fish
0x0defbe212822d22fa00dbf68ce8aa5f07012f463,17.32,Fish
0x57ee6ecb9077a8b91cb14760bfb9ce1f77b9a2cf,17.32,Fish
0xe4f1cac551f334d6d77ece980c7f5b8557cef659,17.32,Fish
0x87f1332024d10d8bf5cacc855a807bf7033e4530,17.32,Fish
0xef67ebcfaf6ebaf9b143fd85a6e7a4817f930fbf,17.32,Fish
0xe2cded674643743ec1316858dfd4fd2116932e63,17.32,Fish
0x08bf1e320f3a02ddc82ce45f61fdce9887032222,17.32,Fish
0xe5e518aaabc1c8879ffc323cc9b6e7dd477c33b5,17.32,Fish
0x294c49d0716b92f2da23011f25bcdaa1cdce0648,17.32,Fish
0xbb556b2655f16bf15fdabfa10801f63c5da0292e,17.32,Fish
0x099de81c0196ee868688c7cd9c85989e80070d18,17.32,Fish
0x9ceda8a8bc5ebde2687cde4c2f70be7523a32116,17.32,Fish
0x0bb3643abb6594c2c8e0eec8baec80bcc31f0d42,17.32,Fish
0xf2674d010bfb8a6f7d07399b6ed1fa4e1312934e,17.32,Fish
0xcf30f3c183da0f17d0bdf657eff7f4ce9aa371ee,17.32,Fish
0x720547bb2d248a709de08836c35e693cd1bb08d8,17.32,Fish
0x2f8f8b477c90387fd1c9ca2e30a58702ef859dcd,17.32,Fish
0x7f7705d7ecf05e7a82a31ee1865004da8e6c434b,17.31,Fish
0x6a79ad5b3568e15eb2b04375577aa6b303f34e59,17.31,Fish
0x5843d1ecf75191f817d45a835a093227a47cced1,17.31,Fish
0x988a9dd893505e41075f961a18a06abbdbb8bf24,17.31,Fish
0xb609f56235302e225f8083bab8e2bf6100af1245,17.31,Fish
0x68c1464b8f9b2303a0663696f34edeb93ab21f4d,17.31,Fish
0xe257eed3a1abc5deaf06c58c4f5455b8a89706cd,17.31,Fish
0x009323594d211951fed99eb1e7a5fa95142d8043,17.31,Fish
0xabe7077ab9488b2d6f3a01de96d6fa8f5b834f52,17.31,Fish
0xb7fd5ac263eafb49f1c17bec2b42191c65345fcd,17.31,Fish
0x8fad87eef357135747de7dd457557c85b2c30acb,17.31,Fish
0x0327eafdd1bc79b5c2e66fb4b08c596bd348032c,17.31,Fish
0x7fbe0b97cbdc124b883d224c02e4a94fd294cb04,17.31,Fish
0x98854cf1394fdb8ae2a090a45c1a35e57b74bd68,17.3,Fish
0x7b817b7b5ac6151365f2f7005718e30ddb13e8c0,17.3,Fish
0x71fbaccdcd43cdab9161fe92a8359f90cf0e2905,17.3,Fish
0xcb8ad112be4f26ff32053a58f428ae2ad5f61fd1,17.3,Fish
0x176f306e7f428c9844caa0a2c49ff40a020568c5,17.3,Fish
0x31c4a9bf5366ee07245184d52b9e1ac57e51a741,17.3,Fish
0xce5687dd4d07d899e3d53a0f30ee0f1a1c1925fd,17.3,Fish
0x2573747484c457acd17fcbbc745c6e8dc409342b,17.3,Fish
0x4a2f38041cde3d9b60828df654c82f71c2cf5b14,17.3,Fish
0x63de0217d38f747646ba55871c08fa1cfc425c8c,17.3,Fish
0xb259a32729ea3eade50c1261b02ab25032b4061d,17.3,Fish
0x101624c4b79944016eae1da14d3cf7da86138348,17.3,Fish
0xd82b0333852d2f6da61ee98f743733fc592e0bbd,17.3,Fish
0x5f06d95be9e7b1cd21232cdcbc2bc7f058a3d56c,17.3,Fish
0x845f74c278580f2e8bcfad69a32fd83d044c100e,17.3,Fish
0x9569b017793df4c8c5be9edf4f384b1ba0901c26,17.3,Fish
0xd284d825f803c407b303ddb073ba011b2b218719,17.3,Fish
0x4cd67d18645e3fe89214914e765f29f31bed471d,17.3,Fish
0xbe8e421f21ef151f664e28b3b562e9787cf2e73e,17.3,Fish
0xa8f229e2478fbd16832b2c8899fab7648850181d,17.3,Fish
0xc87f163f1e45581c01571de147ee98f9a25526e6,17.3,Fish
0x426afcf2f3d4232b71b25a82a8afc39009eaeaee,17.3,Fish
0xa5c3d5d37acb84d3e0733791e97c8d2e29933c38,17.3,Fish
0xbb833a215730f7c2226dcce746b206fbcef39c99,17.3,Fish
0x93175632337d5ddc0064261311fed4fa7850fcc1,17.3,Fish
0xb14ba7259676353e271ccdea29a5a72547a1d75f,17.3,Fish
0x6aa11e4bb7c33046237212133a5520404652d83f,17.3,Fish
0x4cd5558b94b5ae57cc7e72ef7c31641874165d2f,17.3,Fish
0xc476f4853e96de3d726099a6d9e8946c619a0ce6,17.3,Fish
0x0ad1bcac7171bc63755a38e68eacda78f815b6f4,17.29,Fish
0x57ebfff54acc23cd4624fd3d5143f71ae5af29b6,17.29,Fish
0x5f0187c7edce31c87aae6d4927b5d49536eefb73,17.29,Fish
0xd454c941684eb36168ef0709ff6fbd5125158349,17.29,Fish
0xece71b3634500e289186cca932d6f3d7bb7d7e27,17.29,Fish
0x1dd1390a6d47b16d8c0a0571cfd20640f53f505e,17.29,Fish
0xf29d169ce21a9709364a4b79a9e0858b08366ff4,17.29,Fish
0xa6875677c42d50ad4c588af5fb295515afedb2df,17.29,Fish
0xf54b3d58e861ceb1487dd694b8b18732b6cf539e,17.29,Fish
0x7aba116010228a1a72406e62336d15f9e5e53d18,17.29,Fish
0x2c7cd286a019a56f19ab297ad47776d5c5a30c3e,17.29,Fish
0x184f7691c63e480d3b6b614ec6255a15d234266a,17.29,Fish
0x46af031ebe3276e1bcf15550272cf85618c3c709,17.29,Fish
0x06cf3e299a529c7c83e5260bd3729e5cacbd3fc5,17.29,Fish
0xc434f13b89c67637f9d5b9c9adafa36816d3cd95,17.28,Fish
0x8364af49b3565bdbd56447b800843665bee54308,17.28,Fish
0x980318534196a513398a00ff60fc7a4ba24d7894,17.28,Fish
0x607292a6deac246a5ae12679b05da44bb500e25c,17.28,Fish
0xb954b0d28612a0431e1523acddcbe5499cbd3f81,17.28,Fish
0xd7efb63bac48870616c4ef84d445bf2ee16efcb0,17.28,Fish
0x8409ea2138a23af5bab126bae38f8b8971a8c3c6,17.28,Fish
0x5222b6dabe8daf452aed1d15e2a92d3f99ab78ab,17.28,Fish
0xf7e280feca6227fd2fbcbe8b5c3ef5f93929ced8,17.27,Fish
0x80cb51d4b40cd3a0520d454aec6c062ac9c5028e,17.27,Fish
0xb229191392a4b5b389f58315d15714e5e8d9127d,17.27,Fish
0x51092801489a73c8e4a3fee333ee08adc4fc3752,17.27,Fish
0xe1636337347f6b49e96997688caff7d279202ae4,17.27,Fish
0xd472dfe88bbfa99595cc8e25681c7f2747b7f496,17.27,Fish
0x21967dd7cd8c8341a392807e7d15790d92ef6fb5,17.27,Fish
0xa00ed5510fc184419adf39ba8c77d7723f84859d,17.27,Fish
0x186323274f572e656f992df327fff273ced99d36,17.27,Fish
0x73b838bf5f995fcd7227bc9c5dbba7f02c9fa735,17.27,Fish
0x0eb3a08c4125df3900b1b884ae7001979dfab2f6,17.27,Fish
0xc0f52f05b967623cbc3422512cdf115056f656cd,17.27,Fish
0xdef93fcad102e8f42af885dbe696db2fd4167fd5,17.27,Fish
0x389b241e999eddc0294a984da8d93a26985e16ba,17.27,Fish
0x43eec89337df51a5cf8476a5b9b11f753cd7fcb6,17.27,Fish
0xfc50836757a5c7f0a6dbaaa15e6958aa4b59cfdf,17.27,Fish
0xbe586b2423ea20050ff42f6c3e253de144cbe867,17.27,Fish
0xda143276110ca8aa17c1c3f7828156c82e735afc,17.27,Fish
0xd2fd6a4a51bc8980e5108f273b46e1c226b28a2e,17.26,Fish
0x26f608e4d1c786ee043a718a064d41dc1fa1818c,17.26,Fish
0xa040c51a3a79fc023cf62434b00be2c4aa03c4a6,17.26,Fish
0xc8d49cac8d6014f4d1480371ac35a46d9704107f,17.26,Fish
0xa2a3286f3860e5e04f6a4a8888d1f6c58d9ca6c7,17.26,Fish
0x47eef9d2fc769ad223ef043080739e8affa98127,17.26,Fish
0x4e81ffcbf2ce5216957c88627eff1b9bfb709d0c,17.26,Fish
0x1cb827446bc108db9bf6e01fd44fcba5b2b5e5a9,17.26,Fish
0x1f6cbe7208373741466e7099839d505702818b79,17.26,Fish
0x740de48107b807d5d765a8a589c163b165db81a4,17.26,Fish
0x3060a3457cc52ed993d1372aed43e402709a8d6c,17.26,Fish
0xf53ba2bc8026ca02af716e464c64adc204d5d5b9,17.26,Fish
0x8af7d3f50dbcbdc4baec8237b7038b3e76b44154,17.25,Fish
0xbb2bfa590b76644b01627c8dd611c1f16a156345,17.25,Fish
0x8c5bb737243afcd2d441bf8d90e4ecc06854ced6,17.25,Fish
0xbd7c3213bd4cefa4441eb909d104a5b0bcf99722,17.25,Fish
0x26a7b24faf13d1de421f87ebd53a1ae5394d90ef,17.25,Fish
0x4a56cd07a94c58ddc195f237721e0584ce6bb747,17.25,Fish
0x0b8818ac36b10dd3df59f3a9b0825bffd80ef4f6,17.25,Fish
0xd7c765bd61ed44b995a3b542e22401b5edc76bac,17.25,Fish
0xba070cca19c41e0e722657c38ecf2bcb56f5e6d7,17.25,Fish
0x8c644b3de3e69be951593c953dc0ad065b53b7f0,17.25,Fish
0xfd9e326ae94793d855fa0c90ec4767504c4b640b,17.25,Fish
0x3bd178e32e5dbd906e6afcee9c5a11b9c7611844,17.25,Fish
0x32f4f938c134983f0d01d3281da47a99f8948f22,17.25,Fish
0x2262bf9b6f6b3aeed29d8750bc18665188370db4,17.25,Fish
0x0231d0429756fdfab675c109f0a5d71b33057865,17.25,Fish
0x63fae3bc207b7b2730ae4e733bc61b713a360cc8,17.25,Fish
0x1294695175c70d959d797d51e7e680051fbeb45b,17.25,Fish
0x8398ef0be12c867abc92e7117ef37675efef7887,17.25,Fish
0x94e689d03723826e6550c91ad206a44029b89815,17.24,Fish
0x3df2d4645a6d5845fcfb34a1374434c3bd452a66,17.24,Fish
0x384a8beafb80697060828061a7ee79125f47700c,17.24,Fish
0x4baaba54078f50cb3ddc92b46704b81aa2962e34,17.24,Fish
0x2c0d95617cb78752a2297ca47cbed7e4852ea875,17.24,Fish
0xb1edec8513c32679a75b5efc9ea58422600f05bc,17.24,Fish
0xa3a0197e828aabbbe9580dd6949e729a2819e48b,17.24,Fish
0x63787339152684d5c304e7dc43e0f67172cbe841,17.24,Fish
0xba4e1050d4615465cffcfa274d89984ea3bb27c9,17.24,Fish
0x7acf9e3926dc6c3ccc61b7879d33a606e1888307,17.24,Fish
0x329ba42206498ac7b2b0d647f24abc4092287e30,17.24,Fish
0x821f42e500046411102b89d01df453ab8da3b348,17.24,Fish
0xb0fc2f5ffe51b89c6a6aa7b2dec327df1087a94c,17.24,Fish
0xcd8dad5e29dcd4ce7c35f6220f0379a283d80479,17.24,Fish
0xe7c010c3e7497f548570adc33046319dccd51e1a,17.24,Fish
0xa412183350a190a370c3104366140d6c4adfefee,17.24,Fish
0x0fed1e77f771904b9bfad19f91eb50009350bc71,17.24,Fish
0x031a3f91fbe5e9cb583b9c450f4f9ad3ea5a7015,17.24,Fish
0x53d7db5d2ee25962052cf9066b89defa84c6a825,17.24,Fish
0x153a77c797654bb0f5c4ae02039e082815ca3711,17.24,Fish
0x77640e53df1a31562673a5d336f1071d52315bdd,17.24,Fish
0x3d0ac84cef920eef1440ef4b458134b2020ae8c7,17.23,Fish
0xc32d47bae378e5847c192b163600bce376e6e27b,17.23,Fish
0x7426be1607bdc81ef0834c9ac8fdb29ccc208fdc,17.23,Fish
0x3e0983fce782e79c633112cd26cf648747b998e7,17.23,Fish
0x39246fc1b6551f43e0beaf7a4ef6e330acae9378,17.23,Fish
0x368a6b4f40b54aa4317a7f25671c013b2e2ae981,17.23,Fish
0x8b6e8705b2c22f2a357542a471e4c62a40a11a6d,17.23,Fish
0x0dc27fa8265aba579e36855af473e2ce171f88ac,17.23,Fish
0x39b5a6fdc6ad224c23b1fc3729d85a8a3c2ba7cb,17.23,Fish
0x7fee23bc7e8268799b30713add796f5db307ba56,17.23,Fish
0x39fe17034e7d57494076c07d7792d2526eae080d,17.23,Fish
0x074a98117889ec93b0ca8218017ac434e8252795,17.23,Fish
0x19b962a18c221f6ebb7110687d53708b284461c6,17.22,Fish
0x8c2198c81a406c2c9906b5b71b15b9b20cbb1712,17.22,Fish
0x057a15fde1c41caaccd2d8dbb6df450d9c8fce28,17.22,Fish
0x92c13836728db9d155ae696f73128860fdf58982,17.22,Fish
0x1311043bbc472c71550e6e214a22c3d9c3777c64,17.22,Fish
0xfa482894167953fefcfae11cc5a7a6a93b6958da,17.22,Fish
0xeafa9eebb97db680a5e03727277185a863129050,17.22,Fish
0x1d3e393e2dce686dac089108134dd1d184c5c703,17.22,Fish
0xfa22bd783b229c9298ef61fa62689109c8c55fcd,17.22,Fish
0xcfa0f9a99b8b19a4dd543cb2bca8544b9a0335d2,17.22,Fish
0x6075f3e6f8a4069f8f17bb72de0b961810ab34d9,17.22,Fish
0x4e60bc85bf0be45dd2a73857e0032e581cc0a081,17.22,Fish
0x8b9e2868127ff33a3f0fc2c80ad3aedc839de9f0,17.22,Fish
0x6a6f46767be06956f9f7bb013b5a260a2943942b,17.22,Fish
0x523cd689eaf8e803372afdde22570374d77ea445,17.22,Fish
0xa39b202b3a0914f0c9ac495d5b8a1af58979e55d,17.22,Fish
0x9c0c1c4c50657e8f5e04c0bfb6d653b724e83048,17.22,Fish
0xea8a126869413d830e6b0525e99fd887e009dcc0,17.22,Fish
0xb14295acce6aa782805d7eebc3b2e16cbe0cb043,17.22,Fish
0x12833c1ce75e8bbcf955cb445d8f4924bd68b15e,17.21,Fish
0xcc347583bc79c5b96308e23ad3eaf1f49e4fff4c,17.21,Fish
0xd790b9167e180d9af9a83a3fd9a7552699d7b4c4,17.21,Fish
0xacbd8e5c70a9c4935e7eb65a39394afdd4d0edc9,17.21,Fish
0xb4eff2440c6fda16099eb1aa968bb48f7a860ff6,17.21,Fish
0xa783d7c05bd3453d167c2377e1d2f1b733fdcf69,17.21,Fish
0xa771ca7a6a08f3c2b108b22844d5d30b825e7099,17.21,Fish
0x7cf81114d6dba62d1d2b3afc02faf3eee7211358,17.21,Fish
0x0369cc6362d8dce7bfc82d3e8baa4453f3a3acd7,17.21,Fish
0x67b7e3a83f3e506f1d927fbb986d687499d5cbcf,17.21,Fish
0x141fffa2679be33fde7a7f125464ba3920c4d808,17.21,Fish
0xae69b93e150b959a6c88c5a8545451127b1478c4,17.21,Fish
0x081ed1f7b7dd826428c41cc56d57f85de99fcbd2,17.21,Fish
0x3080bf99097d03a35e3d9edd3010452388fadf7c,17.21,Fish
0xe798cd4afdf912786d398a6a6ffa0588747cbce3,17.2,Fish
0xac6de40e69a7ce69f4bb49a70094aa9bc3e2e375,17.2,Fish
0x6436f77c5448114d5a0680f24e522a907173463a,17.2,Fish
0x2c3f5e2662b17209500ed1e7640fb8f602eea796,17.2,Fish
0x65584ace9b0b6982745c63637469d45177b43552,17.2,Fish
0x38744e2d7bce2bd3e3adcdfa56dc917b48a42257,17.2,Fish
0x1053a37b0d9d016751258fc87d8ca7febd8cd00e,17.2,Fish
0x88118d6a731435442ab5819f3ccf74d9adeb4d2c,17.2,Fish
0x43291339fb1f76949fbedc5a5999e408fa029bdf,17.2,Fish
0x1f20bd4614b8f8eb22c84b6f338fcb1d0fcc0e8d,17.2,Fish
0x7f4f4f8dd9e800078d303839b2cf77a047e79d78,17.2,Fish
0x7d389ec368bf9a43660a21f54a48c3b237077ddb,17.2,Fish
0x0a5a0abb987ad1d7f1c64c799af3f485d2c89656,17.2,Fish
0x4a7cfefe3340db7941b58fb3e308a05666d92a46,17.2,Fish
0x49939a711196a9ab233b9d74a2c942e8f8058d7c,17.2,Fish
0x72d102afc8c3d122f5793535c01f247446b1e5fe,17.2,Fish
0xa6c629171126405c55211c383d9c7fa8aff4c857,17.2,Fish
0x98b821a272513ea23d39d5c06e6a61700249d701,17.2,Fish
0xf595371f48920486af61cf2d273792a12c20f2f1,17.2,Fish
0x61eb9020912069b7145d5025dd8f19a9698fde98,17.2,Fish
0xb12827137b8f1b504818e56f8b667bb75f9fd586,17.2,Fish
0x9eaf9ebb631dc349c43c26f954b0e652aa6b58fc,17.2,Fish
0xc42ea19b03d39eaed0be3ba1a35b3c0e007d18f3,17.2,Fish
0xe432ed8f1c90068ed49fed5cd70016fc8f2c518d,17.2,Fish
0x705b9013ffda98c5acce06f6c43550dc326ae07b,17.2,Fish
0xf4790ae03a904b453d9be9aa2673f5221a1ccc16,17.2,Fish
0x7af5c4f1e9fedc813564dedcea2d8f42d1bd3cb1,17.2,Fish
0x5bf8c62c809dde291e160020cf3066bfbbae9a02,17.2,Fish
0x9dab0e5cbc36c965a2e5a79ff984c6d3995a79a7,17.2,Fish
0x1f6c87f6ec9aeeeb06bcf64b1d37004ac772f0f7,17.2,Fish
0x66c07d1496bb48c9c35446ac15012bae11e75e70,17.2,Fish
0x8f9d3dbdebc012b9660f5a6883923c3067fcb995,17.2,Fish
0x4ea272309e95dec93922c6e46a4d2f84049a0677,17.2,Fish
0xd992387e7241916e8c0b751ac4be0b9ce6518f61,17.19,Fish
0xcb0e60dccb347227ab8a5da87b87c75305fcdd5b,17.19,Fish
0x2fc9e865e47684fb1b4008203e6176d774a8a663,17.19,Fish
0x2cb79dfb0ae91eb9c1e6300e6b15e24012256d1e,17.19,Fish
0xebd7427859c23c7a8c9e3da6fe68ef03df42b6bb,17.19,Fish
0x1c96d3d6272ba3ced2accdcd9737ad26a79bbdec,17.19,Fish
0xaedd93bebb9bec2fd1a4fa42c755cbaa99986e9a,17.19,Fish
0x69ad4cbd248eb1839fe78c11f6a7a04b528ef8cd,17.19,Fish
0x27e9741a32633ded19e446924d17f02cd6fed1d6,17.19,Fish
0x80b347ce7131e5d1a9dc5bcf9915f7f4c3464390,17.19,Fish
0xdd8772f6e5cd5964fe90f42c3a4174633b966cb4,17.19,Fish
0x5265cf8e7302bbe435bbea4b2bdc740fee87fb5d,17.19,Fish
0x882609d7dbb8e0ddf47265642c901792ca49c7a5,17.18,Fish
0x16501b00349d4f4d54f80abdadffb235ac2ad95e,17.18,Fish
0xf23ead5ffa54b1ae453342235f8d5cccc7d1029d,17.18,Fish
0xeb9a0bb4ffba566fdff9eb3aeeb492522ede27b8,17.18,Fish
0x7fd9d462506a22e3bffb7f3c92846bb4b584f607,17.18,Fish
0xcb11bd53ce375374c35e07e20d26951b94cdc72f,17.18,Fish
0x0a9d8a273ee735ebc430b51a1d967d534a64fe1a,17.18,Fish
0x6ce86584d3a65d1e0b42c4a8022c03c2167908c2,17.18,Fish
0x96006047735244e596c0e5b7c59ac073c4da3106,17.18,Fish
0x7a33d93e0817086b78c29d0d2d34794230981f07,17.18,Fish
0xd0748397d9d6d5b14b0a0f74879e36a03394e2c9,17.18,Fish
0x359c2421c062195876f530e1fcc7552099afd97b,17.18,Fish
0x17dff49e690ee9af60eb75dd09ec4c33bfbab7ef,17.18,Fish
0x6c30b46c638f141c01961053f769cd1383029eb2,17.18,Fish
0x037f21404553cf60cd0a9ac3398ca7f0ee484f4d,17.18,Fish
0xfab55ba83fd88e958c7ea566a30051885edbf9d2,17.18,Fish
0x1b13f8799af4de25edb960c9a1b47a8c4200ff17,17.18,Fish
0xf1c71d4c46cf9dfb1d39342c9a2b029d1200cf21,17.18,Fish
0xedc03c1162e5b29ca845e4080f8c2d26d837e824,17.18,Fish
0xef1805d5f92d8675a9fd2ac16106bd0bdd042a2a,17.18,Fish
0x634adf5687d70cc096f00ff6e9d689c304631273,17.17,Fish
0x55b2a9d10e066cee667dc6ab66ed949ec100da77,17.17,Fish
0xa5a9765cfccf36b1dc8c18e056a2d3bd4bd9722c,17.17,Fish
0xf22be74d7239826359e98a7ebeac56a46f6683db,17.17,Fish
0x0cdf1f5c416465474738ad7a84fcbc478032e56f,17.17,Fish
0x28fc72667722c724501bc094c1506411ddf5dca8,17.17,Fish
0x1546290830003935849ed0fc82abb29b245c7a9c,17.17,Fish
0xbb1c8767d38bb250c1125e448db9f6dad5bcff6c,17.17,Fish
0x29a7e266e9823138987650260e02961f936ad48e,17.17,Fish
0x177b84af1d907be983cd93b859cd0d9060a525c3,17.17,Fish
0x153c303776298a568c5c327a6eaa55b25b958a49,17.17,Fish
0xd7b0f39aa78b78d8a0e57c73a0829fd338585e1e,17.17,Fish
0xa66388d5acda747471c4beb04d48d7951d9fec8e,17.17,Fish
0x9e59ca1f322d0c74fd2a63daf4b80f6ad5a053bd,17.17,Fish
0x247775d62df16397b42a925a8a099db9dc815ce4,17.17,Fish
0x2d4ed9c0e14e6a2affd74234d26bb3b172d6c8ab,17.17,Fish
0x06dc0da48690d4c99fe8d162877adf5f6f3c0054,17.17,Fish
